input_row_index,sample_id,conic_index,image_path,mask_path,class_label_path,image_height,image_width,count_total,neutrophil,epithelial,lymphocyte,plasma,eosinophil,connective
1725,crag_51-0005,1725,data/conic_liz/images/crag_51-0005_image.png,data/conic_liz/masks/crag_51-0005_mask.png,data/conic_liz/class_labels/crag_51-0005_class_labels.png,256,256,29,0,19,3,0,0,7
1726,crag_51-0006,1726,data/conic_liz/images/crag_51-0006_image.png,data/conic_liz/masks/crag_51-0006_mask.png,data/conic_liz/class_labels/crag_51-0006_class_labels.png,256,256,39,0,24,6,0,0,9
1727,crag_51-0007,1727,data/conic_liz/images/crag_51-0007_image.png,data/conic_liz/masks/crag_51-0007_mask.png,data/conic_liz/class_labels/crag_51-0007_class_labels.png,256,256,50,0,28,5,0,0,17
1728,crag_51-0008,1728,data/conic_liz/images/crag_51-0008_image.png,data/conic_liz/masks/crag_51-0008_mask.png,data/conic_liz/class_labels/crag_51-0008_class_labels.png,256,256,50,0,3,5,1,1,40
1729,crag_51-0009,1729,data/conic_liz/images/crag_51-0009_image.png,data/conic_liz/masks/crag_51-0009_mask.png,data/conic_liz/class_labels/crag_51-0009_class_labels.png,256,256,100,1,75,5,0,0,19
1730,crag_51-0010,1730,data/conic_liz/images/crag_51-0010_image.png,data/conic_liz/masks/crag_51-0010_mask.png,data/conic_liz/class_labels/crag_51-0010_class_labels.png,256,256,38,0,7,7,1,0,23
1731,crag_51-0011,1731,data/conic_liz/images/crag_51-0011_image.png,data/conic_liz/masks/crag_51-0011_mask.png,data/conic_liz/class_labels/crag_51-0011_class_labels.png,256,256,21,0,0,5,2,0,14
1732,crag_51-0012,1732,data/conic_liz/images/crag_51-0012_image.png,data/conic_liz/masks/crag_51-0012_mask.png,data/conic_liz/class_labels/crag_51-0012_class_labels.png,256,256,34,0,11,4,0,0,19
1733,crag_51-0013,1733,data/conic_liz/images/crag_51-0013_image.png,data/conic_liz/masks/crag_51-0013_mask.png,data/conic_liz/class_labels/crag_51-0013_class_labels.png,256,256,46,2,18,6,0,0,20
1734,crag_51-0014,1734,data/conic_liz/images/crag_51-0014_image.png,data/conic_liz/masks/crag_51-0014_mask.png,data/conic_liz/class_labels/crag_51-0014_class_labels.png,256,256,63,0,48,4,0,0,11
1735,crag_51-0015,1735,data/conic_liz/images/crag_51-0015_image.png,data/conic_liz/masks/crag_51-0015_mask.png,data/conic_liz/class_labels/crag_51-0015_class_labels.png,256,256,17,0,0,2,0,0,15
1736,crag_51-0016,1736,data/conic_liz/images/crag_51-0016_image.png,data/conic_liz/masks/crag_51-0016_mask.png,data/conic_liz/class_labels/crag_51-0016_class_labels.png,256,256,32,1,0,16,1,0,14
1737,crag_51-0017,1737,data/conic_liz/images/crag_51-0017_image.png,data/conic_liz/masks/crag_51-0017_mask.png,data/conic_liz/class_labels/crag_51-0017_class_labels.png,256,256,42,0,25,7,0,0,10
1738,crag_51-0018,1738,data/conic_liz/images/crag_51-0018_image.png,data/conic_liz/masks/crag_51-0018_mask.png,data/conic_liz/class_labels/crag_51-0018_class_labels.png,256,256,59,0,22,3,1,0,33
1739,crag_51-0019,1739,data/conic_liz/images/crag_51-0019_image.png,data/conic_liz/masks/crag_51-0019_mask.png,data/conic_liz/class_labels/crag_51-0019_class_labels.png,256,256,65,0,12,3,0,0,50
1740,crag_51-0020,1740,data/conic_liz/images/crag_51-0020_image.png,data/conic_liz/masks/crag_51-0020_mask.png,data/conic_liz/class_labels/crag_51-0020_class_labels.png,256,256,21,0,0,2,0,0,19
1741,crag_51-0021,1741,data/conic_liz/images/crag_51-0021_image.png,data/conic_liz/masks/crag_51-0021_mask.png,data/conic_liz/class_labels/crag_51-0021_class_labels.png,256,256,25,1,0,1,0,1,22
1742,crag_51-0022,1742,data/conic_liz/images/crag_51-0022_image.png,data/conic_liz/masks/crag_51-0022_mask.png,data/conic_liz/class_labels/crag_51-0022_class_labels.png,256,256,24,1,8,5,0,0,10
1743,crag_51-0023,1743,data/conic_liz/images/crag_51-0023_image.png,data/conic_liz/masks/crag_51-0023_mask.png,data/conic_liz/class_labels/crag_51-0023_class_labels.png,256,256,65,0,55,3,0,0,7
1744,crag_51-0024,1744,data/conic_liz/images/crag_51-0024_image.png,data/conic_liz/masks/crag_51-0024_mask.png,data/conic_liz/class_labels/crag_51-0024_class_labels.png,256,256,75,0,67,3,0,0,5
1745,crag_51-0025,1745,data/conic_liz/images/crag_51-0025_image.png,data/conic_liz/masks/crag_51-0025_mask.png,data/conic_liz/class_labels/crag_51-0025_class_labels.png,256,256,43,0,9,4,0,0,30
1746,crag_51-0026,1746,data/conic_liz/images/crag_51-0026_image.png,data/conic_liz/masks/crag_51-0026_mask.png,data/conic_liz/class_labels/crag_51-0026_class_labels.png,256,256,25,1,5,3,0,0,16
1747,crag_51-0027,1747,data/conic_liz/images/crag_51-0027_image.png,data/conic_liz/masks/crag_51-0027_mask.png,data/conic_liz/class_labels/crag_51-0027_class_labels.png,256,256,43,2,5,9,0,0,27
1748,crag_51-0028,1748,data/conic_liz/images/crag_51-0028_image.png,data/conic_liz/masks/crag_51-0028_mask.png,data/conic_liz/class_labels/crag_51-0028_class_labels.png,256,256,56,1,35,8,0,0,12
1749,crag_51-0029,1749,data/conic_liz/images/crag_51-0029_image.png,data/conic_liz/masks/crag_51-0029_mask.png,data/conic_liz/class_labels/crag_51-0029_class_labels.png,256,256,34,1,27,2,0,0,4
1750,crag_51-0030,1750,data/conic_liz/images/crag_51-0030_image.png,data/conic_liz/masks/crag_51-0030_mask.png,data/conic_liz/class_labels/crag_51-0030_class_labels.png,256,256,75,0,36,9,1,0,29
1751,crag_51-0031,1751,data/conic_liz/images/crag_51-0031_image.png,data/conic_liz/masks/crag_51-0031_mask.png,data/conic_liz/class_labels/crag_51-0031_class_labels.png,256,256,70,0,40,5,1,0,24
1752,crag_51-0032,1752,data/conic_liz/images/crag_51-0032_image.png,data/conic_liz/masks/crag_51-0032_mask.png,data/conic_liz/class_labels/crag_51-0032_class_labels.png,256,256,93,0,67,15,1,0,10
1753,crag_51-0033,1753,data/conic_liz/images/crag_51-0033_image.png,data/conic_liz/masks/crag_51-0033_mask.png,data/conic_liz/class_labels/crag_51-0033_class_labels.png,256,256,95,1,56,6,0,0,32
1754,crag_51-0034,1754,data/conic_liz/images/crag_51-0034_image.png,data/conic_liz/masks/crag_51-0034_mask.png,data/conic_liz/class_labels/crag_51-0034_class_labels.png,256,256,71,1,57,7,0,1,5
1755,crag_51-0035,1755,data/conic_liz/images/crag_51-0035_image.png,data/conic_liz/masks/crag_51-0035_mask.png,data/conic_liz/class_labels/crag_51-0035_class_labels.png,256,256,50,0,31,5,0,0,14
1756,crag_52-0000,1756,data/conic_liz/images/crag_52-0000_image.png,data/conic_liz/masks/crag_52-0000_mask.png,data/conic_liz/class_labels/crag_52-0000_class_labels.png,256,256,15,0,0,3,0,0,12
1757,crag_52-0001,1757,data/conic_liz/images/crag_52-0001_image.png,data/conic_liz/masks/crag_52-0001_mask.png,data/conic_liz/class_labels/crag_52-0001_class_labels.png,256,256,4,0,0,0,0,0,4
1758,crag_52-0002,1758,data/conic_liz/images/crag_52-0002_image.png,data/conic_liz/masks/crag_52-0002_mask.png,data/conic_liz/class_labels/crag_52-0002_class_labels.png,256,256,46,0,0,3,1,0,42
1759,crag_52-0003,1759,data/conic_liz/images/crag_52-0003_image.png,data/conic_liz/masks/crag_52-0003_mask.png,data/conic_liz/class_labels/crag_52-0003_class_labels.png,256,256,117,0,63,11,3,2,38
1760,crag_52-0004,1760,data/conic_liz/images/crag_52-0004_image.png,data/conic_liz/masks/crag_52-0004_mask.png,data/conic_liz/class_labels/crag_52-0004_class_labels.png,256,256,84,0,52,10,4,0,18
1761,crag_52-0005,1761,data/conic_liz/images/crag_52-0005_image.png,data/conic_liz/masks/crag_52-0005_mask.png,data/conic_liz/class_labels/crag_52-0005_class_labels.png,256,256,10,0,0,0,0,0,10
1762,crag_52-0006,1762,data/conic_liz/images/crag_52-0006_image.png,data/conic_liz/masks/crag_52-0006_mask.png,data/conic_liz/class_labels/crag_52-0006_class_labels.png,256,256,2,0,0,0,0,0,2
1763,crag_52-0007,1763,data/conic_liz/images/crag_52-0007_image.png,data/conic_liz/masks/crag_52-0007_mask.png,data/conic_liz/class_labels/crag_52-0007_class_labels.png,256,256,45,0,0,6,0,0,39
1764,crag_52-0008,1764,data/conic_liz/images/crag_52-0008_image.png,data/conic_liz/masks/crag_52-0008_mask.png,data/conic_liz/class_labels/crag_52-0008_class_labels.png,256,256,74,2,11,1,10,0,50
1765,crag_52-0009,1765,data/conic_liz/images/crag_52-0009_image.png,data/conic_liz/masks/crag_52-0009_mask.png,data/conic_liz/class_labels/crag_52-0009_class_labels.png,256,256,28,0,21,2,1,0,4
1766,crag_52-0010,1766,data/conic_liz/images/crag_52-0010_image.png,data/conic_liz/masks/crag_52-0010_mask.png,data/conic_liz/class_labels/crag_52-0010_class_labels.png,256,256,10,0,0,1,0,0,9
1767,crag_52-0011,1767,data/conic_liz/images/crag_52-0011_image.png,data/conic_liz/masks/crag_52-0011_mask.png,data/conic_liz/class_labels/crag_52-0011_class_labels.png,256,256,4,0,0,0,0,0,4
1768,crag_52-0012,1768,data/conic_liz/images/crag_52-0012_image.png,data/conic_liz/masks/crag_52-0012_mask.png,data/conic_liz/class_labels/crag_52-0012_class_labels.png,256,256,21,0,0,1,0,0,20
1769,crag_52-0013,1769,data/conic_liz/images/crag_52-0013_image.png,data/conic_liz/masks/crag_52-0013_mask.png,data/conic_liz/class_labels/crag_52-0013_class_labels.png,256,256,84,0,4,0,7,2,71
1770,crag_52-0014,1770,data/conic_liz/images/crag_52-0014_image.png,data/conic_liz/masks/crag_52-0014_mask.png,data/conic_liz/class_labels/crag_52-0014_class_labels.png,256,256,55,0,45,0,1,0,9
1771,crag_52-0015,1771,data/conic_liz/images/crag_52-0015_image.png,data/conic_liz/masks/crag_52-0015_mask.png,data/conic_liz/class_labels/crag_52-0015_class_labels.png,256,256,6,0,0,0,0,0,6
1772,crag_52-0016,1772,data/conic_liz/images/crag_52-0016_image.png,data/conic_liz/masks/crag_52-0016_mask.png,data/conic_liz/class_labels/crag_52-0016_class_labels.png,256,256,1,0,0,0,0,0,1
1773,crag_52-0017,1773,data/conic_liz/images/crag_52-0017_image.png,data/conic_liz/masks/crag_52-0017_mask.png,data/conic_liz/class_labels/crag_52-0017_class_labels.png,256,256,12,0,0,0,1,0,11
1774,crag_52-0018,1774,data/conic_liz/images/crag_52-0018_image.png,data/conic_liz/masks/crag_52-0018_mask.png,data/conic_liz/class_labels/crag_52-0018_class_labels.png,256,256,79,2,0,3,4,4,66
1775,crag_52-0019,1775,data/conic_liz/images/crag_52-0019_image.png,data/conic_liz/masks/crag_52-0019_mask.png,data/conic_liz/class_labels/crag_52-0019_class_labels.png,256,256,93,3,40,4,9,1,36
1776,crag_52-0020,1776,data/conic_liz/images/crag_52-0020_image.png,data/conic_liz/masks/crag_52-0020_mask.png,data/conic_liz/class_labels/crag_52-0020_class_labels.png,256,256,5,0,0,0,0,0,5
1777,crag_52-0021,1777,data/conic_liz/images/crag_52-0021_image.png,data/conic_liz/masks/crag_52-0021_mask.png,data/conic_liz/class_labels/crag_52-0021_class_labels.png,256,256,7,0,0,0,0,0,7
1778,crag_52-0022,1778,data/conic_liz/images/crag_52-0022_image.png,data/conic_liz/masks/crag_52-0022_mask.png,data/conic_liz/class_labels/crag_52-0022_class_labels.png,256,256,41,0,0,1,1,0,39
1779,crag_52-0023,1779,data/conic_liz/images/crag_52-0023_image.png,data/conic_liz/masks/crag_52-0023_mask.png,data/conic_liz/class_labels/crag_52-0023_class_labels.png,256,256,91,0,23,4,4,3,57
1780,crag_52-0024,1780,data/conic_liz/images/crag_52-0024_image.png,data/conic_liz/masks/crag_52-0024_mask.png,data/conic_liz/class_labels/crag_52-0024_class_labels.png,256,256,55,0,41,4,0,1,9
1781,crag_52-0025,1781,data/conic_liz/images/crag_52-0025_image.png,data/conic_liz/masks/crag_52-0025_mask.png,data/conic_liz/class_labels/crag_52-0025_class_labels.png,256,256,12,0,0,0,0,0,12
1782,crag_52-0026,1782,data/conic_liz/images/crag_52-0026_image.png,data/conic_liz/masks/crag_52-0026_mask.png,data/conic_liz/class_labels/crag_52-0026_class_labels.png,256,256,26,0,0,0,1,0,25
1783,crag_52-0027,1783,data/conic_liz/images/crag_52-0027_image.png,data/conic_liz/masks/crag_52-0027_mask.png,data/conic_liz/class_labels/crag_52-0027_class_labels.png,256,256,35,0,0,2,2,0,31
1784,crag_52-0028,1784,data/conic_liz/images/crag_52-0028_image.png,data/conic_liz/masks/crag_52-0028_mask.png,data/conic_liz/class_labels/crag_52-0028_class_labels.png,256,256,71,0,0,5,3,3,60
1785,crag_52-0029,1785,data/conic_liz/images/crag_52-0029_image.png,data/conic_liz/masks/crag_52-0029_mask.png,data/conic_liz/class_labels/crag_52-0029_class_labels.png,256,256,95,0,42,6,8,0,39
1786,crag_52-0030,1786,data/conic_liz/images/crag_52-0030_image.png,data/conic_liz/masks/crag_52-0030_mask.png,data/conic_liz/class_labels/crag_52-0030_class_labels.png,256,256,82,0,42,6,13,0,21
1787,crag_52-0031,1787,data/conic_liz/images/crag_52-0031_image.png,data/conic_liz/masks/crag_52-0031_mask.png,data/conic_liz/class_labels/crag_52-0031_class_labels.png,256,256,73,0,31,5,12,0,25
1788,crag_52-0032,1788,data/conic_liz/images/crag_52-0032_image.png,data/conic_liz/masks/crag_52-0032_mask.png,data/conic_liz/class_labels/crag_52-0032_class_labels.png,256,256,57,0,38,2,7,0,10
1789,crag_52-0033,1789,data/conic_liz/images/crag_52-0033_image.png,data/conic_liz/masks/crag_52-0033_mask.png,data/conic_liz/class_labels/crag_52-0033_class_labels.png,256,256,60,0,32,4,3,1,20
1790,crag_52-0034,1790,data/conic_liz/images/crag_52-0034_image.png,data/conic_liz/masks/crag_52-0034_mask.png,data/conic_liz/class_labels/crag_52-0034_class_labels.png,256,256,73,0,35,7,16,0,15
1791,crag_52-0035,1791,data/conic_liz/images/crag_52-0035_image.png,data/conic_liz/masks/crag_52-0035_mask.png,data/conic_liz/class_labels/crag_52-0035_class_labels.png,256,256,48,0,32,1,3,0,12
1792,crag_53-0000,1792,data/conic_liz/images/crag_53-0000_image.png,data/conic_liz/masks/crag_53-0000_mask.png,data/conic_liz/class_labels/crag_53-0000_class_labels.png,256,256,115,0,105,0,1,0,9
1793,crag_53-0001,1793,data/conic_liz/images/crag_53-0001_image.png,data/conic_liz/masks/crag_53-0001_mask.png,data/conic_liz/class_labels/crag_53-0001_class_labels.png,256,256,127,0,104,1,0,0,22
1794,crag_53-0002,1794,data/conic_liz/images/crag_53-0002_image.png,data/conic_liz/masks/crag_53-0002_mask.png,data/conic_liz/class_labels/crag_53-0002_class_labels.png,256,256,151,0,140,6,0,0,5
1795,crag_53-0003,1795,data/conic_liz/images/crag_53-0003_image.png,data/conic_liz/masks/crag_53-0003_mask.png,data/conic_liz/class_labels/crag_53-0003_class_labels.png,256,256,191,0,191,0,0,0,0
1796,crag_53-0004,1796,data/conic_liz/images/crag_53-0004_image.png,data/conic_liz/masks/crag_53-0004_mask.png,data/conic_liz/class_labels/crag_53-0004_class_labels.png,256,256,84,0,14,9,1,0,60
1797,crag_53-0005,1797,data/conic_liz/images/crag_53-0005_image.png,data/conic_liz/masks/crag_53-0005_mask.png,data/conic_liz/class_labels/crag_53-0005_class_labels.png,256,256,142,0,136,0,0,0,6
1798,crag_53-0006,1798,data/conic_liz/images/crag_53-0006_image.png,data/conic_liz/masks/crag_53-0006_mask.png,data/conic_liz/class_labels/crag_53-0006_class_labels.png,256,256,147,0,145,2,0,0,0
1799,crag_53-0007,1799,data/conic_liz/images/crag_53-0007_image.png,data/conic_liz/masks/crag_53-0007_mask.png,data/conic_liz/class_labels/crag_53-0007_class_labels.png,256,256,169,0,146,5,0,0,18
1800,crag_53-0008,1800,data/conic_liz/images/crag_53-0008_image.png,data/conic_liz/masks/crag_53-0008_mask.png,data/conic_liz/class_labels/crag_53-0008_class_labels.png,256,256,135,0,135,0,0,0,0
1801,crag_53-0009,1801,data/conic_liz/images/crag_53-0009_image.png,data/conic_liz/masks/crag_53-0009_mask.png,data/conic_liz/class_labels/crag_53-0009_class_labels.png,256,256,170,0,125,7,1,0,37
1802,crag_53-0010,1802,data/conic_liz/images/crag_53-0010_image.png,data/conic_liz/masks/crag_53-0010_mask.png,data/conic_liz/class_labels/crag_53-0010_class_labels.png,256,256,73,5,8,11,1,2,46
1803,crag_53-0011,1803,data/conic_liz/images/crag_53-0011_image.png,data/conic_liz/masks/crag_53-0011_mask.png,data/conic_liz/class_labels/crag_53-0011_class_labels.png,256,256,88,5,50,5,1,0,27
1804,crag_53-0012,1804,data/conic_liz/images/crag_53-0012_image.png,data/conic_liz/masks/crag_53-0012_mask.png,data/conic_liz/class_labels/crag_53-0012_class_labels.png,256,256,107,3,84,4,1,0,15
1805,crag_53-0013,1805,data/conic_liz/images/crag_53-0013_image.png,data/conic_liz/masks/crag_53-0013_mask.png,data/conic_liz/class_labels/crag_53-0013_class_labels.png,256,256,116,0,115,0,0,0,1
1806,crag_53-0014,1806,data/conic_liz/images/crag_53-0014_image.png,data/conic_liz/masks/crag_53-0014_mask.png,data/conic_liz/class_labels/crag_53-0014_class_labels.png,256,256,152,1,137,1,1,1,11
1807,crag_53-0015,1807,data/conic_liz/images/crag_53-0015_image.png,data/conic_liz/masks/crag_53-0015_mask.png,data/conic_liz/class_labels/crag_53-0015_class_labels.png,256,256,54,0,0,14,1,0,39
1808,crag_53-0016,1808,data/conic_liz/images/crag_53-0016_image.png,data/conic_liz/masks/crag_53-0016_mask.png,data/conic_liz/class_labels/crag_53-0016_class_labels.png,256,256,74,0,0,12,0,2,60
1809,crag_53-0017,1809,data/conic_liz/images/crag_53-0017_image.png,data/conic_liz/masks/crag_53-0017_mask.png,data/conic_liz/class_labels/crag_53-0017_class_labels.png,256,256,121,2,0,18,2,2,97
1810,crag_53-0018,1810,data/conic_liz/images/crag_53-0018_image.png,data/conic_liz/masks/crag_53-0018_mask.png,data/conic_liz/class_labels/crag_53-0018_class_labels.png,256,256,85,0,50,9,0,0,26
1811,crag_53-0019,1811,data/conic_liz/images/crag_53-0019_image.png,data/conic_liz/masks/crag_53-0019_mask.png,data/conic_liz/class_labels/crag_53-0019_class_labels.png,256,256,102,0,83,2,0,0,17
1812,crag_53-0020,1812,data/conic_liz/images/crag_53-0020_image.png,data/conic_liz/masks/crag_53-0020_mask.png,data/conic_liz/class_labels/crag_53-0020_class_labels.png,256,256,157,0,148,1,0,0,8
1813,crag_53-0021,1813,data/conic_liz/images/crag_53-0021_image.png,data/conic_liz/masks/crag_53-0021_mask.png,data/conic_liz/class_labels/crag_53-0021_class_labels.png,256,256,96,0,64,3,2,0,27
1814,crag_53-0022,1814,data/conic_liz/images/crag_53-0022_image.png,data/conic_liz/masks/crag_53-0022_mask.png,data/conic_liz/class_labels/crag_53-0022_class_labels.png,256,256,79,0,0,6,2,1,70
1815,crag_53-0023,1815,data/conic_liz/images/crag_53-0023_image.png,data/conic_liz/masks/crag_53-0023_mask.png,data/conic_liz/class_labels/crag_53-0023_class_labels.png,256,256,106,1,0,12,1,0,92
1816,crag_53-0024,1816,data/conic_liz/images/crag_53-0024_image.png,data/conic_liz/masks/crag_53-0024_mask.png,data/conic_liz/class_labels/crag_53-0024_class_labels.png,256,256,109,0,16,11,6,0,76
1817,crag_53-0025,1817,data/conic_liz/images/crag_53-0025_image.png,data/conic_liz/masks/crag_53-0025_mask.png,data/conic_liz/class_labels/crag_53-0025_class_labels.png,256,256,119,0,111,2,0,0,6
1818,crag_53-0026,1818,data/conic_liz/images/crag_53-0026_image.png,data/conic_liz/masks/crag_53-0026_mask.png,data/conic_liz/class_labels/crag_53-0026_class_labels.png,256,256,120,0,99,4,0,0,17
1819,crag_53-0027,1819,data/conic_liz/images/crag_53-0027_image.png,data/conic_liz/masks/crag_53-0027_mask.png,data/conic_liz/class_labels/crag_53-0027_class_labels.png,256,256,132,0,88,7,0,0,37
1820,crag_53-0028,1820,data/conic_liz/images/crag_53-0028_image.png,data/conic_liz/masks/crag_53-0028_mask.png,data/conic_liz/class_labels/crag_53-0028_class_labels.png,256,256,72,0,0,8,1,0,63
1821,crag_53-0029,1821,data/conic_liz/images/crag_53-0029_image.png,data/conic_liz/masks/crag_53-0029_mask.png,data/conic_liz/class_labels/crag_53-0029_class_labels.png,256,256,86,1,0,9,6,0,70
1822,crag_53-0030,1822,data/conic_liz/images/crag_53-0030_image.png,data/conic_liz/masks/crag_53-0030_mask.png,data/conic_liz/class_labels/crag_53-0030_class_labels.png,256,256,116,0,99,2,1,0,14
1823,crag_53-0031,1823,data/conic_liz/images/crag_53-0031_image.png,data/conic_liz/masks/crag_53-0031_mask.png,data/conic_liz/class_labels/crag_53-0031_class_labels.png,256,256,95,0,44,11,0,0,40
1824,crag_53-0032,1824,data/conic_liz/images/crag_53-0032_image.png,data/conic_liz/masks/crag_53-0032_mask.png,data/conic_liz/class_labels/crag_53-0032_class_labels.png,256,256,104,1,35,22,3,0,43
1825,crag_53-0033,1825,data/conic_liz/images/crag_53-0033_image.png,data/conic_liz/masks/crag_53-0033_mask.png,data/conic_liz/class_labels/crag_53-0033_class_labels.png,256,256,78,2,9,8,3,3,53
1826,crag_53-0034,1826,data/conic_liz/images/crag_53-0034_image.png,data/conic_liz/masks/crag_53-0034_mask.png,data/conic_liz/class_labels/crag_53-0034_class_labels.png,256,256,104,1,26,15,8,0,54
1827,crag_53-0035,1827,data/conic_liz/images/crag_53-0035_image.png,data/conic_liz/masks/crag_53-0035_mask.png,data/conic_liz/class_labels/crag_53-0035_class_labels.png,256,256,62,0,0,7,2,0,53
